featureArea,pageOrComponent,surface,currentIconName,currentLibrary,importPath,filePath,absoluteFilePath,line,usageContext,semanticMeaning,status
rooms,RoomChecklistPanel.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,review
rooms,RoomChecklistPanel.tsx,both,Trash2,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomChecklistPanel.tsx,6,import,varies,keep
rooms,RoomHealthScoreRing.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/components/rooms/RoomHealthScoreRing.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomHealthScoreRing.tsx,169,inline svg element,varies,review
rooms,RoomIntelligenceCard.tsx,both,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,CheckCircle,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,ChevronRight,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,keep
rooms,RoomIntelligenceCard.tsx,both,FileText,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,HelpCircle,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,PackagePlus,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,Wrench,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,4,import,varies,review
rooms,RoomIntelligenceCard.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomIntelligenceCard.tsx,148,inline svg element,varies,review
rooms,RoomListCard.tsx,both,AlertCircle,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,keep
rooms,RoomListCard.tsx,both,ChevronRight,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,keep
rooms,RoomListCard.tsx,both,FileText,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,review
rooms,RoomListCard.tsx,both,Package,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,review
rooms,RoomListCard.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomListCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomListCard.tsx,5,import,varies,review
rooms,RoomPageHeader.tsx,both,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,keep
rooms,RoomPageHeader.tsx,both,Package,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,review
rooms,RoomPageHeader.tsx,both,Settings,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,review
rooms,RoomPageHeader.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomPageHeader.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomPageHeader.tsx,4,import,varies,review
rooms,RoomProfileForm.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,review
rooms,RoomProfileForm.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,keep
rooms,RoomProfileForm.tsx,both,Plus,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,keep
rooms,RoomProfileForm.tsx,both,X,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomProfileForm.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomProfileForm.tsx,5,import,varies,keep
rooms,RoomTimeline.tsx,both,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,Camera,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,ClipboardCheck,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,Pencil,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,RoomTimeline.tsx,both,Plus,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,keep
rooms,RoomTimeline.tsx,both,Wrench,lucide-react,lucide-react,apps/frontend/src/components/rooms/RoomTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/RoomTimeline.tsx,6,import,varies,review
rooms,ScanHistoryCollapsible.tsx,both,ChevronDown,lucide-react,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,keep
rooms,ScanHistoryCollapsible.tsx,both,History,lucide-react,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,review
rooms,ScanHistoryCollapsible.tsx,both,RefreshCw,lucide-react,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,review
rooms,ScanHistoryCollapsible.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/ScanHistoryCollapsible.tsx,4,import,varies,review
rooms,roomVisuals.ts,both,Bath,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Bed,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Car,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Home,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Monitor,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,Sofa,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,UtensilsCrossed,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
rooms,roomVisuals.ts,both,WashingMachine,lucide-react,lucide-react,apps/frontend/src/components/rooms/roomVisuals.ts,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/rooms/roomVisuals.ts,3,import,varies,review
other,ScoreTrendChart.tsx,both,Minus,lucide-react,lucide-react,apps/frontend/src/components/scores/ScoreTrendChart.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/scores/ScoreTrendChart.tsx,5,import,varies,review
other,ScoreTrendChart.tsx,both,TrendingDown,lucide-react,lucide-react,apps/frontend/src/components/scores/ScoreTrendChart.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/scores/ScoreTrendChart.tsx,5,import,varies,review
other,ScoreTrendChart.tsx,both,TrendingUp,lucide-react,lucide-react,apps/frontend/src/components/scores/ScoreTrendChart.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/scores/ScoreTrendChart.tsx,5,import,varies,review
other,ScoreTrendChart.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/components/scores/ScoreTrendChart.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/scores/ScoreTrendChart.tsx,109,inline svg element,varies,review
seasonal,CostComparison.tsx,both,DollarSign,lucide-react,lucide-react,apps/frontend/src/components/seasonal/CostComparison.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/CostComparison.tsx,3,import,varies,review
seasonal,CostComparison.tsx,both,TrendingDown,lucide-react,lucide-react,apps/frontend/src/components/seasonal/CostComparison.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/CostComparison.tsx,3,import,varies,review
seasonal,DiyDifficultyBadge.tsx,both,Star,lucide-react,lucide-react,apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,3,import,varies,review
seasonal,DiyDifficultyBadge.tsx,both,Wrench,lucide-react,lucide-react,apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,3,import,varies,review
seasonal,DiyDifficultyBadge.tsx,both,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/DiyDifficultyBadge.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Zap,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Flame,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Droplet,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SafetyAlert.tsx,both,Wind,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SafetyAlert.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SafetyAlert.tsx,3,import,varies,review
seasonal,SeasonalBanner.tsx,both,X,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalBanner.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalBanner.tsx,5,import,varies,keep
seasonal,SeasonalBanner.tsx,both,Calendar,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalBanner.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalBanner.tsx,5,import,varies,keep
seasonal,SeasonalChecklistModal.tsx,both,X,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,5,import,varies,keep
seasonal,SeasonalChecklistModal.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,5,import,varies,review
seasonal,SeasonalChecklistModal.tsx,both,AlertCircle,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalChecklistModal.tsx,5,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Check,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,X,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Clock,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Info,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,DollarSign,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalTaskCard.tsx,both,Timer,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalTaskCard.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalTaskCard.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,keep
seasonal,SeasonalTaskCard.tsx,both,Eye,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalTaskCard.tsx,6,import,varies,review
seasonal,SeasonalWidget.tsx,both,ChevronRight,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalWidget.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalWidget.tsx,5,import,varies,keep
seasonal,SeasonalWidget.tsx,both,Calendar,lucide-react,lucide-react,apps/frontend/src/components/seasonal/SeasonalWidget.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/SeasonalWidget.tsx,5,import,varies,keep
seasonal,TaskActionButtons.tsx,both,Youtube,lucide-react,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,review
seasonal,TaskActionButtons.tsx,both,FileText,lucide-react,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,review
seasonal,TaskActionButtons.tsx,both,Phone,lucide-react,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,review
seasonal,TaskActionButtons.tsx,both,ExternalLink,lucide-react,lucide-react,apps/frontend/src/components/seasonal/TaskActionButtons.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seasonal/TaskActionButtons.tsx,3,import,varies,keep
other,AgentInterviewGuide.tsx,both,Plus,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,keep
other,AgentInterviewGuide.tsx,both,Trash2,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,keep
other,AgentInterviewGuide.tsx,both,Users,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,review
other,AgentInterviewGuide.tsx,both,RotateCcw,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/AgentInterviewGuide.tsx,9,import,varies,review
other,BudgetTrackerCard.tsx,both,DollarSign,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/BudgetTrackerCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/BudgetTrackerCard.tsx,10,import,varies,review
other,BudgetTrackerCard.tsx,both,AlertCircle,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/BudgetTrackerCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/BudgetTrackerCard.tsx,10,import,varies,keep
other,FeedbackWidget.tsx,both,ThumbsUp,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,review
other,FeedbackWidget.tsx,both,ThumbsDown,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,review
other,FeedbackWidget.tsx,both,X,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,keep
other,FeedbackWidget.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,keep
other,FeedbackWidget.tsx,both,MessageSquare,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/FeedbackWidget.tsx,9,import,varies,review
other,LeadCaptureModal.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,19,import,varies,keep
other,LeadCaptureModal.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,19,import,varies,review
other,LeadCaptureModal.tsx,both,Lock,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/LeadCaptureModal.tsx,19,import,varies,review
other,ProgressTimeline.tsx,both,Calendar,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,keep
other,ProgressTimeline.tsx,both,CheckCircle,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,review
other,ProgressTimeline.tsx,both,XCircle,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,review
other,ProgressTimeline.tsx,both,Clock,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/ProgressTimeline.tsx,12,import,varies,keep
other,SellerPrepCTA.tsx,both,TrendingUp,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepCTA.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepCTA.tsx,6,import,varies,review
other,SellerPrepCTA.tsx,both,ArrowRight,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepCTA.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepCTA.tsx,6,import,varies,keep
other,SellerPrepDashboardCard.tsx,both,TrendingUp,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,6,import,varies,review
other,SellerPrepDashboardCard.tsx,both,CheckCircle,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,6,import,varies,review
other,SellerPrepDashboardCard.tsx,both,ArrowRight,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepDashboardCard.tsx,6,import,varies,keep
other,SellerPrepDisclaimer.tsx,both,AlertCircle,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDisclaimer.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepDisclaimer.tsx,14,import,varies,keep
other,SellerPrepDisclaimer.tsx,both,ExternalLink,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepDisclaimer.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepDisclaimer.tsx,14,import,varies,keep
other,SellerPrepIntakeForm.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepIntakeForm.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepIntakeForm.tsx,16,import,varies,keep
other,SellerPrepOverview.tsx,both,CheckCircle,lucide-react,lucide-react,apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/components/seller-prep/SellerPrepOverview.tsx,16,import,varies,review
